id_,university_name,abbreviation,website,wikipedia,university_type,graduation_year,location,graduation_rate,domestic_student_tuition,international_student_tuition,description,ranking_qs_news_2024,ranking_us_news_2023,ranking_times_rank_2024,ranking_arwu_rank_2023,important_calendar,statistics,faculty,popular_programs,programs,characteristics,others
30,Université du Québec en Outaouais,UQO,https://www.uqo.ca,https://en.wikipedia.org/wiki/Universit%C3%A9_du_Qu%C3%A9bec_en_Outaouais,Public University,,"Gatineau, Quebec, Canada
Saint-Jérôme, Quebec, Canada",0.89,"CAD $2,961 / CAD $2,961 - $2,961","CAD $37,038 - $51,448","The Université du Québec en Outaouais (UQO) is a constituent university of the Université du Québec system, located in Gatineau, Quebec, Canada. It was originally established as the Université du Québec à Hull in 1981 and was renamed UQO in 2002 following the amalgamation of several nearby cities. UQO offers over 100 programs of study, including 30 master's and 5 doctoral programs, across its campuses in Gatineau and Saint-Jérôme. As of September 2010, the university had a combined enrolment of 6,017 students, with 4,738 undergraduates and 1,279 postgraduates. UQO celebrated its 40th anniversary in 2021, marking over 50 years of providing university education in the Outaouais and Laurentides regions.",,,,,https://uqo.ca/sites/default/files/1075395942calendrier-universitaire-2024-2025.pdf,"Undergraduate Programs: 34
Master's Programs: 19
PhD Programs: 4",,"Business management and administration
Doctorat en administration - gestion de projet","Baccalauréat en informatique
Baccalauréat en administration
Baccalauréat en relations industrielles et en ressources humaines
Baccalauréat en éducation préscolaire et enseignement primaire
Baccalauréat en enseignement des arts
Baccalauréat en enseignement en adaptation scolaire - profil primaire
Baccalauréat en enseignement en adaptation scolaire - profil secondaire et jeunes adultes
Baccalauréat en enseignement secondaire
Maîtrise en biologie","The Université du Québec en Outaouais (UQO) is a dynamic French-language university known for its intimate campus environment and strong community ties. Here are some key characteristics:

Focus on Accessibility: UQO is committed to making higher education accessible to a diverse student body, including those from various socio-economic backgrounds and non-traditional students.

Specialized Programs: The university offers unique programs in areas such as psychoeducation and social work, which are tailored to meet the specific needs of the region it serves.

Community Engagement: UQO has a strong emphasis on community involvement and applied research, fostering partnerships with local organizations and industries to enhance student learning and regional development.

Bilingual Context: Situated in a predominantly French-speaking region but close to Ottawa, the bilingual capital of Canada, UQO also caters to a bilingual community, enhancing the multicultural experience for its students.",
31,"Université du Québec, École nationale d'administration publique (ENAP)",ENAP,https://www.enap.ca,https://en.wikipedia.org/wiki/%C3%89cole_nationale_d%27administration_publique,Public University,2,"Québec City, Quebec, Canada
Montréal, Quebec, Canada
Gatineau, Quebec, Canada
Trois-Rivières, Quebec, Canada
Saguenay, Quebec, Canada",0.89,"CAD $6,128 - $7,946","CAD $37,038 - $51,448","The École nationale d'administration publique (ENAP) is part of the Université du Québec system, specializing in public administration training and research. It aims to enhance the skills of public sector professionals through specialized programs and practical training approaches. ENAP offers a range of graduate-level programs, including master's degrees and graduate diplomas, focusing on various aspects of public administration. It serves a unique role in Quebec's educational landscape by fostering the development of future public sector managers and leaders.",,,,,,"Undergraduate Programs: 0
Master's Programs: 12
PhD Programs: 1",,maîtrises\nprogrammes courts\nmicroprogrammes\ndiplômes d'études supérieures spécialisées\ndoctorat,"Master of Public Administration, Master of Public Administration for Analysts, Master of Urban and Territorial Management, Short Graduate Program in Public Administration, Short Graduate Program in Public Management, Short Graduate Program in Urban and Territorial Management, Short Graduate Program in Evaluation of Public Actions, Short Graduate Program in Public Affairs Management, Short Graduate Program in International Development and Humanitarian Action Management, Doctorate in Public Administration, Advanced Graduate Diploma in Public Administration, Advanced Graduate Diploma in Public Management, Advanced Graduate Diploma in Urban and Territorial Management, Advanced Graduate Diploma in Evaluation of Public Actions, Advanced Graduate Diploma in Public Affairs Management, Advanced Graduate Diploma in International Development and Humanitarian Action Management","École nationale d'administration publique (ENAP) is characterized by its specialized focus on public administration education and research. Here are some key highlights:

Public Administration Specialization: ENAP is dedicated exclusively to the field of public administration, making it a unique institution in this area of study.

Academic and Administrative Staff: The university employs 40 academic staff members and 143 administrative staff members, indicating a robust support system for its educational programs.

Established in 1969: ENAP has a long history of contributing to the field of public administration, having been established over five decades ago.

Part of the Université du Québec Network: ENAP is a component of the Université du Québec system, which enhances its connectivity and resource sharing with other institutions in Quebec.

Located in Quebec City: The main campus is situated at 555, boulevard Charest Est in Quebec City, placing it in the heart of the provincial capital.",
32,"Université du Québec, Institut national de la recherche scientifique",INRS,https://inrs.ca,https://en.wikipedia.org/wiki/Institut_national_de_la_recherche_scientifique,Public University,,"Montreal, Quebec, Canada
Quebec City, Quebec, Canada
Laval, Quebec, Canada
Varennes, Quebec, Canada",,"CAD $6,128 - $7,946","CAD $17,974 - $19,993","The Institut national de la recherche scientifique (INRS) is a graduate-level research institution in Quebec, Canada, part of the Université du Québec network. It focuses exclusively on graduate studies and research, and its mission is to contribute to the development of society through research and training at the graduate level. The INRS operates through four research centers located in different cities, each specializing in different scientific sectors such as water, earth, and environmental sciences; energy, materials, and telecommunications; urbanization, culture, and society; and health, biology, and environment.",,,,,https://inrs.ca/en/students/academic-calendar/,"Undergraduate Programs: 0
Master's Programs: 27
PhD Programs: 27",,"Education Program
Sauder Business School
Engineering Program","Water Sciences
Earth and Atmospheric Sciences
Energy and Materials Sciences
Telecommunications
Urbanization Culture Society
Experimental Health Sciences
Human and Animal Health
Biosciences
Arts, Creation and Technologies","The Institut national de la recherche scientifique (INRS) is a unique institution in Quebec, Canada, focusing exclusively on graduate-level research and education. Here are some key characteristics:

Specialized Research Focus: Unlike traditional universities that offer a broad range of undergraduate programs, INRS is dedicated solely to graduate studies and research, making it a premier destination for advanced scientific inquiry.

Interdisciplinary Approach: INRS promotes an interdisciplinary methodology, encouraging collaboration across various scientific disciplines to address complex research questions and societal challenges.

Strong Industry Partnerships: The university maintains robust partnerships with industry and government, facilitating the practical application of research findings and enhancing the economic impact of its innovations.

International Collaboration: INRS is known for its strong international collaborations, which enrich its research environment and offer students and faculty opportunities to work on global issues.

State-of-the-art Facilities: The university boasts advanced research facilities and equipment, supporting cutting-edge research in fields such as telecommunications, nanotechnology, and environmental science.",
33,Université du Québec à Rimouski,UQAR,https://www.uqar.ca,https://en.wikipedia.org/wiki/Universit%C3%A9_du_Qu%C3%A9bec_%C3%A0_Rimouski,Public University,,"Rimouski, Quebec, Canada
Lévis, Quebec, Canada",0.89,"CAD $2,961 / CAD $2,961 - $2,961","CAD $37,038 - $51,448","The Université du Québec à Rimouski (UQAR) is a public university located in Rimouski, Quebec, Canada. It is part of the Université du Québec network, which is a system of ten provincially run public universities. UQAR is known for its research in marine sciences, regional development, and nordicity, reflecting its geographic location near the St. Lawrence River and its proximity to northern and maritime environments. The university offers a range of undergraduate and graduate programs and is committed to contributing to the socio-economic development of the regions it serves.",,,,,https://www.uqar.ca/etudes/etudier-a-l-uqar/calendrier-universitaire,"Undergraduate Programs: 40
Master's Programs: 19
PhD Programs: 6","Faculty of Arts and Social Sciences
Faculty of Science and Engineering
Faculty of Education
Faculty of Health Sciences
Faculty of Business Administration
Institute of Marine Sciences","Education Program
Sauder Business School
Engineering Program","1st cycle programs:
- Bachelor of Business Administration
- Bachelor of Science in Nursing
- Bachelor of Social Work
- Bachelor of Education in Preschool and Primary Education
- Bachelor of Education in Secondary Education
- Bachelor of Engineering in Geomatics
- Bachelor of Engineering in Computer Science
- Bachelor of Science in Biochemistry
- Bachelor of Science in Biology
- Bachelor of Science in Chemistry
- Bachelor of Science in Geography
- Bachelor of Science in Geology
- Bachelor of Science in Mathematics
- Bachelor of Science in Physics

2nd cycle programs:
- Master of Business Administration
- Master of Science in Nursing
- Master of Social Work
- Master of Education
- Master of Engineering
- Master of Science in Biology
- Master of Science in Chemistry
- Master of Science in Earth Sciences
- Master of Science in Oceanography
- Master of Science in Regional Development

Doctorate programs:
- Doctorate in Biology
- Doctorate in Earth Sciences
- Doctorate in Oceanography
- Doctorate in Regional Development

Short programs and microprograms are also available in various fields.","L'Université du Québec à Rimouski (UQAR) is characterized by its strong focus on research and education in environmental sciences and marine biology, reflecting its geographical location near the coast. Here are some key highlights:

Research Excellence in Coastal and Marine Sciences: UQAR holds a Research Chair in Coastal Geoscience and directs the Laboratory of Dynamics and Integrated Coastal Zone Management, emphasizing its leadership in coastal and marine research.

Bilingual Education and Cultural Studies: As a francophone institution, UQAR offers programs primarily in French but also provides resources in English and Spanish, catering to a diverse student body and promoting multicultural understanding.

Active Participation in Interuniversity Centers of Excellence: UQAR is involved with several interuniversity research centers such as Centre d'études nordiques and Québec-Océan, enhancing its research capabilities and collaboration with other institutions.

Focus on Northern and Historical Ecology: The university's tree ring and historical ecology lab studies the impacts of climate change and human activities on ecosystems, particularly in the North American taiga, using dendrochronology among other methods.

Community Engagement and Accessibility: UQAR extends its educational resources to the community, exemplified by initiatives like offering books at its library to promote reading and knowledge sharing among students and locals.

These characteristics underscore UQAR's commitment to environmental stewardship, research excellence, and community involvement, making it a distinctive institution within the Université du Québec network.",
34,École de technologie supérieure,ÉTS,https://www.etsmtl.ca,https://en.wikipedia.org/wiki/%C3%89cole_de_technologie_sup%C3%A9rieure,Public University,4,"Montreal, Quebec, Canada",0.89,"CAD $3,000 - $4,000","CAD $37,038 - $51,448","The École de technologie supérieure (ÉTS) is a public engineering school in Montreal, Quebec, Canada. It is part of the Université du Québec system and specializes in teaching and research in applied engineering and technology transfer. ÉTS is known for its practical teaching approach, which includes a mandatory internship program, and has strong ties with the industry. The school offers undergraduate and graduate programs primarily in engineering disciplines.",,,,,https://www.etsmtl.ca/en/Calendar,"Undergraduate Programs: 8
Master's and PhD Programs: 65",Engineering and Technology,"Education Program
Sauder Business School
Engineering Program","Bachelor of Engineering in Construction Engineering, Bachelor of Engineering in Electrical Engineering, Bachelor of Engineering in Mechanical Engineering, Bachelor of Engineering in Operations and Logistics Engineering, Bachelor of Engineering in Software Engineering, Bachelor of Engineering in Automated Manufacturing Engineering, Bachelor of Engineering in Information Technology Engineering, Master of Engineering in Aerospace Engineering, Master of Engineering in Energy and Environment, Master of Engineering in Information Technologies, Master of Engineering in Logistics, Master of Engineering in Project Management, Master of Engineering in Innovation Management, Master of Engineering in Network Infrastructure, Master of Engineering in Applied Technologies, Master of Engineering in Construction Engineering, Master of Engineering in Electrical Engineering, Master of Engineering in Mechanical Engineering, Master of Engineering in Microelectronics, Master of Engineering in Telecommunications, Doctorate in Engineering","École de Technologie Supérieure (ÉTS) is part of the Université du Québec network and is located in Montreal, Canada. It specializes in engineering and technological education and is known for its practical teaching approach that emphasizes cooperative education through internships. ÉTS trains engineers and researchers who are recognized for their practical and innovative approach.

Research and Innovation: ÉTS is actively involved in research, focusing on areas such as materials science, construction engineering, and electrical engineering. Faculty members like Ricardo Zednik and Wahid Maref contribute to its research output, working on topics ranging from mechanical engineering to construction engineering.

Collaborative Environment: The school fosters a collaborative environment, evident from its participation in international academic and research collaborations. This includes faculty exchanges and contributions to global conferences and research publications.

Practical and Applied Focus: The institution is known for its strong emphasis on practical and applied sciences. This is reflected in the work of professors like Jean-franÇois Chatelain, who develops practical applications for the aerospace industry, demonstrating the school's commitment to linking education with industry needs.",
35,"Université du Québec, Télé-université du Québec (TÉLUQ)",TÉLUQ,https://www.teluq.ca,https://en.wikipedia.org/wiki/T%C3%89LUQ,Public University,4,"Québec City, Quebec, Canada
Montreal, Quebec, Canada",,"CAD $2,800 - $3,500","CAD $37,038 - $51,448","Télé-université du Québec (TÉLUQ) is a public French-language university and a constituent part of the Université du Québec system, based in Quebec, Canada. Established in 1972, TÉLUQ is the only French-language university in North America to offer all its courses via distance learning. The university provides a flexible academic environment that allows students to complete their studies remotely from anywhere. TÉLUQ offers undergraduate and graduate programs across various fields, including administration, communication, education, and environmental science, catering to over 18,000 students annually.",,,,,https://www.teluq.ca/site/admission/dates_importantes.php,"Undergraduate Programs: 99
Master's and PhD Programs: 84",,"Education Program
Sauder Business School
Engineering Program","1. Bachelor of Administration
2. Bachelor of Applied Science in Communication
3. Bachelor of Science in Education
4. Bachelor of Science in Environmental Science
5. Certificate in Administrative Management
6. Certificate in Adult Education
7. Certificate in Communication
8. Certificate in Environmental Science
9. Certificate in Financial Planning
10. Certificate in Human Resources Management
11. Certificate in Labour Relations
12. Certificate in Marketing
13. Certificate in Programming and Internet Technologies
14. Certificate in Psychosocial Practices
15. Certificate in Public Administration
16. Certificate in Small and Medium Organizations Management
17. Certificate in Social Sciences
18. Graduate Diploma in Education (Training of Trainers)
19. Graduate Diploma in Evaluation of Functioning and Rehabilitation
20. Graduate Diploma in Financial Planning
21. Graduate Diploma in Organizational Management
22. Graduate Diploma in Psychosocial Practices
23. Master of Business Administration for Executives
24. Master of Education (Educational Technology)
25. Master of Education (Training of Trainers)
26. Master of Public Administration
27. Master of Science in Information Technology
28. Master of Science in Environmental Science
29. Short Graduate Program in Community Action
30. Short Graduate Program in Educational Technology
31. Short Graduate Program in Environmental Management
32. Short Graduate Program in Financial Planning
33. Short Graduate Program in Health Services Management
34. Short Graduate Program in Human Resources Management
35. Short Graduate Program in Information Technology Management
36. Short Graduate Program in Psychosocial Practices
37. Short Graduate Program in Public Administration","TÉLUQ is the first and only fully distance university in Quebec. Since its establishment in 1972, it has continuously expanded its offerings, which now include over 400 courses and 75 programs across all levels of study in major fields of knowledge. All programs are accredited by the Université du Québec.",
37,Concordia Lutheran Theological Seminary,CLTS,https://www.clts.ca,https://en.wikipedia.org/wiki/Concordia_Lutheran_Theological_Seminary,private university,4,"St. Catharines, Ontario, Canada",0.89,"CAD $6,128 - $7,946","CAD $37,038 - $51,448","Concordia Lutheran Theological Seminary (CLTS), founded in 1976, is located at 470 Glenridge Ave, St. Catharines, Ontario, Canada. It is affiliated with the Lutheran Church-Canada (LCC) and Brock University. The seminary primarily focuses on educating students for ordination within the LCC, although its graduate degree programs are also open to laypeople. Initially an extension site of Concordia Theological Seminary in Fort Wayne, Indiana, it moved to the Brock University campus in 1983. The seminary participates in various events such as certification and call services, and hosts a golf tournament.",,,,,https://concordia-seminary.ca/2023/10/27/liturgical-calendar-2024/,"Undergraduate Programs: 0
Master's Programs: 2
PhD Programs: 0",,"Education Program
Sauder Business School
Engineering Program","Master of Divinity
Graduate Certificate in Theological Studies
Open Studies Program","Concordia Lutheran Theological Seminary (CLTS) is a small institution with a focused mission, offering theological education and training primarily for those entering the pastoral ministry of Lutheran Church–Canada. Here are some key characteristics:

Theological Commitment: CLTS is dedicated to the confessional Lutheran stance, adhering closely to the scriptures and Lutheran confessions which shape its theological education and community life.

Community Engagement: The seminary is not just a place for academic learning but also emphasizes practical pastoral training, including field education where students gain real-world experience in congregations.

Bilingual Education: Reflecting Canada's bilingual heritage, CLTS offers resources and services in both English and German, catering to a diverse body of students and supporting the church’s needs in various linguistic contexts.

Partnerships and Collaboration: CLTS works closely with its sister seminary, Concordia Lutheran Seminary in Edmonton, and other institutions to enhance educational opportunities and resources available to its students.",
38,Carleton University,CU,https://www.carleton.ca,https://en.wikipedia.org/wiki/Carleton_University,Public University,4,"Ottawa, Ontario, Canada",0.89,"CAD $6,058.57","CAD $31,796 - $49,665","Carleton University, located in Ottawa, Ontario, Canada, is a public comprehensive university. It was founded in 1942 to meet the needs of veterans returning from World War II and has since grown into a leading institution known for its programs in public affairs, journalism, and international affairs. Carleton is also recognized for its strong engineering, business, and computer science programs. The university is a member of the U15, a group of research-intensive universities in Canada.",671-680,526.0,501–600,501-600,https://carleton.ca/important-dates/,"Undergraduate Programs: 99
Master's Programs: 84
PhD Programs: 84","Faculty of Public Affairs
Faculty of ...","Environmental Engineering Program
Communications Engineering Program
Electrical Engineering Program","Bachelor of Health Sciences (BHSc)
Architectural Conservation
Curatorial Studies
Economic Policy
Ethics and Public Affairs
European Integration Studies
Health: Science, Technology and Policy
Indigenous Policy and Administration
Infrastructure Protection and International Security
Linguistics Graduate Diploma
Bachelor of Commerce (BCom)
Linguistics (Applied) and Discourse Studies
MSc in Management
Materials Engineering
Mathematics and Statistics
MBA (Business Administration)
MBA in Shanghai (Business Administration)
Mechanical Engineering
Software Engineering (BEng)
Artificial Intelligence and Machine Learning
Master of Science in Technology Management Innovation
Master of Entrepreneurship
Master of Applied Business Analytics
Master of Digital Transformation","Carleton University is characterized by a strong commitment to research, innovation, and community engagement. Here are some key highlights:

Research Excellence: Carleton University boasts $55 million in sponsored research funding and has over 1,000 research projects underway, demonstrating a robust research environment that fosters innovation and discovery.

Entrepreneurial Spirit: Since 2010, Carleton has seen the establishment of 185 new start-up companies, indicating a thriving entrepreneurial ecosystem that supports new ventures and practical applications of academic research.

Academic Rigor and Diversity: The university offers a flexible education system where students can engage in hands-on learning and solve real-world problems. Popular programs include Architectural Studies, Commerce, Communication and Media Studies, Computer Science, Engineering, and Health Sciences, highlighting the diverse and comprehensive range of disciplines available to students.

Historical and Cultural Significance: Founded in 1942 on unceded Algonquin territory beside the historic Rideau Canal, a UNESCO World Heritage Site, Carleton University respects and acknowledges its location's historical and cultural importance.

Campus and Community: Located on a picturesque riverside campus, Carleton provides a stimulating environment for over 27,863 students. The university's location in Canada's capital also offers unique access to national resources, enhancing the educational experience.

Recognition as a Top Employer: Carleton University has been recognized as one of the National Capital Region's Top Employers for ten consecutive years, underscoring its role as a leading institution not only in education but also as a key employer in the region.",Wisdom Tettey
39,Dominican University College/Collège Universitaire Dominicain,DUC/CUD,https://www.collegedominicain.ca/en/,https://en.wikipedia.org/wiki/Dominican_University_College,private college,4,"Ottawa, Ontario, Canada",0.89,"CAD $6,500",CAD $415 (per credit),"Dominican University College (DUC), located in Ottawa, Ontario, Canada, is a bilingual Roman Catholic university offering both undergraduate and graduate programs in philosophy and theology. Established in 1900 by the Canadian Province of the Dominican Order, it is one of the oldest university-level institutions in the nation's capital. DUC is known for its small class sizes, personalized instruction, and a strong focus on ethics, promoting a deep understanding of philosophical and theological studies.",,,,,,"Undergraduate Programs: 2
Master's Programs: 2
PhD Programs: 1","Faculty of Philosophy
Faculty of Theology","Philosophy Program
Theology Program
Ethics Program","Bachelor of Theology - B.Th.
Certificate in Philosophy
Bachelor of Arts in Philosophy with a minor in Ethics - B.A.Ph.(Eth.)
Bachelor of Philosophy (Honours) - B.Ph.
Master of Arts in Theology (M.A.Th) and Licenciate (S.T.L)","Dominican University College (DUC) is characterized by its historical roots and commitment to accessible education. Here are some key highlights:
Lowest Tuition Fees in Ontario: DUC is noted for offering the lowest tuition fees in Ontario, making higher education more accessible to a broader range of students.
Historical Significance: Established in 1900 and affiliated with Carleton University since 2012, DUC has a long-standing history of providing education in philosophy and theology.
Bilingual Education: As a bilingual university located in Ottawa, DUC serves a diverse student body by offering programs in both English and French.
Member of A.U.C.C.: Since 1974, DUC has been a member of the Association of Universities and Colleges of Canada, emphasizing its role in the Canadian higher education landscape.",
41,Lakehead University,LU,https://www.lakeheadu.ca,https://en.wikipedia.org/wiki/Lakehead_University,Public University,4,"Thunder Bay, Ontario, Canada
Orillia, Ontario, Canada",0.89,"CAD $6,091 - $7,780","CAD $37,038 - $51,448","Lakehead University, located in Ontario, Canada, is a public research university with campuses in Thunder Bay and Orillia. It offers a range of undergraduate and graduate programs and is known for its strong emphasis on research. Lakehead University is recognized for its interdisciplinary teaching approach and smaller class sizes, which foster a personalized learning environment. The university is also noted for its diverse student population and commitment to indigenous education.",,1291.0,801–1000,,https://www.lakeheadu.ca/international/future/dates-and-fees,"Undergraduate Programs: 99
Master's Programs: 33
PhD Programs: 11","Psychology  
Social Sciences and Humanities  
Engineering  
Health Sciences  
Political Science  
Social Justice  
Chemistry",Engineering Program,"Anthropology
Applied Life Sciences
Bioinformatics
Biology
Business
Chemistry
Computer Science
Criminology
Economics
Education
Engineering
English
Environmental Management
Environmental Science
Environmental Studies
Environmental Sustainability
Forestry
General Arts
General Science
Geoarchaeology
Geography
Geology
Gerontology
History
Indigenous Learning
Interdisciplinary Studies
Kinesiology
Languages
Law
Mathematics
Media Studies
Medicine
Music
Natural Science
Nursing
Outdoor Recreation, Parks & Tourism
Philosophy
Physics
Political Science
Psychology
Resource and Environmental Economics
Social Work
Sociology
Visual Arts
Water Resource Science
Women's Studies","Lakehead University is recognized for its strong emphasis on community, inclusivity, and research. Here are some key characteristics:

High Graduation Rates: Lakehead University boasts a commendable 7-year graduation rate, ranking 8th among all Ontario universities in 2021-22. This reflects its commitment to student success and educational quality.

Support for First-Generation and Rural Students: A significant portion of Lakehead's student body includes first-generation students (43%) and those from rural or northern communities (56%). This highlights the university's role in providing higher education opportunities to underrepresented groups.

Indigenous Inclusion: Lakehead University is proactive in including Indigenous perspectives and students, with 13% of its domestic student population identifying as Indigenous. This is part of its broader commitment to diversity and inclusion.

Research Excellence: The university is a leader in research, particularly in categories suited to its size and type. It was ranked #1 in Canada for not-for-profit research income in its category in 2021 by Research Infosource. Over two decades, its external research funding has seen a significant increase, demonstrating its growing impact in the research sector.

Comprehensive Educational Offerings: Lakehead is known for its wide range of innovative programs and cutting-edge research, providing students with numerous learning choices and alternatives that ensure a quality education at both undergraduate and graduate levels.

Community and Student Focus: Both of its campuses in Thunder Bay and Orillia offer a dynamic, modern, and highly learner-centered environment. The university values its students as future leaders, emphasizing their education and success as paramount.

These characteristics collectively underscore Lakehead University's dedication to providing an inclusive, supportive, and high-quality educational experience to its diverse student body.",
42,Laurentian University of Sudbury/Université Laurentienne de Sudbury,LU,https://laurentian.ca,https://en.wikipedia.org/wiki/Laurentian_University,Public University,4,"Sudbury, Ontario, Canada",0.71,"CAD $6,610 / CAD $6,610 - $9,938","CAD $32,429.60","Laurentian University, officially known as Laurentian University of Sudbury, is a bilingual public university located in Greater Sudbury, Ontario, Canada. It was incorporated on March 28, 1960, and offers a range of undergraduate, graduate-level, and doctorate degrees. The university is recognized as the largest bilingual provider of distance education in Canada. Laurentian University operates in both French and English, reflecting its commitment to serving the bilingual community. It has a rich history, dating back to 1913 when it was first established as Collège du Sacré-Coeur, and later became the University of Sudbury in 1957 before transitioning to its current name and structure in 1960. The university is situated on the traditional lands of the Atikameksheng Anishnawbek and Wahnapitae First Nation, acknowledging its historical and ongoing ties to these indigenous communities.",,,,,https://calendar.laurentian.ca/,"Undergraduate Programs: 62
Master's Programs: 33
PhD Programs: 11","Arts, Faculty of
Education and Health, Faculty of
Management, Faculty of",Mining Engineering,"Nursing (MScN)
Forensic Sciences (MFS)
Geology (M.Sc.)
Materials Science (PhD)
Mineral Deposits and Precambrian Geology (PhD)
Éducation (concurrent)
Kinésiologie (Éducation physique et santé)
Kinésiologie (Science)
Criminology
Economics
English Literature, Media, and Writing
Equity, Diversity, and Human Rights
French as a Second Language
Architecture
Sports Administration
Indigenous Social Work
Master of Engineering (M.Eng.)","Laurentian University is recognized for its unique tricultural mandate and its location on the traditional lands of the Atikameksheng Anishnawbek and Wahnapitae First Nation. This acknowledgment of its placement on these traditional lands highlights its commitment to respecting and integrating indigenous cultures. Additionally, Laurentian University maintains a strong enrollment, with nearly 8,000 students as of Fall 2021, indicating a sustained trust in its academic programs and community support.",
43,McMaster University,McMaster,https://www.mcmaster.ca,https://en.wikipedia.org/wiki/McMaster_University,Public University,4,"Hamilton, Ontario, Canada
Burlington, Ontario, Canada
Kitchener, Ontario, Canada
St. Catharines, Ontario, Canada",0.89,"CAD $6,000 - $7,000","CAD $37,038 - $51,448","McMaster University, located in Hamilton, Ontario, Canada, is a public research university known for its strong emphasis on research and student-centered learning. It is a member of the U15, a group of research-intensive universities in Canada. McMaster offers a wide range of graduate programs across various disciplines including Earth and Environmental Sciences, Global Health, Civil Engineering, and Economics. These programs integrate multiple disciplines and focus on providing a comprehensive education that addresses global and societal needs. The university is committed to innovation and excellence in education, making it a leading choice for students seeking advanced degrees in Canada.",,138.0,=103,98,https://registrar.mcmaster.ca/dates-and-deadlines/,"Undergraduate Programs: 25
Master's Programs: 19
PhD Programs: 9","DeGroote School of Business
Faculty of Engineering
Faculty of Health Sciences
Faculty of Humanities
Faculty of Science
Faculty of Social Sciences","Health Sciences Program
Business Program
Engineering Program","Arts & Science
Bachelor of Fine Art- Studio Art I
Bachelor of Technology I- Automotive and Vehicle Technology
Bachelor of Technology I- Biotechnology
Bachelor of Technology I- Process Automation
Computer Science
DeGroote School of Business
Engineering
Health Sciences
Humanities
Kinesiology
Medical Radiation Sciences
Midwifery
Music
Nursing
Physician Assistant- Environmental & Earth Sciences
Physician Assistant- Faculty of Science
Physician Assistant- Integrated Science
Physician Assistant- Life Sciences
Physician Assistant- Mathematics & Statistics
Physician Assistant- Physical Sciences
Social Sciences","Creative, service-oriented, fun-loving, and productive members of the community\nStrive for excellence in learning and student experience\nConnect, discover, and excel in a wide range of academic disciplines\nSupportive of unique learning and service opportunities\nEngagement in global expert symposiums and public service co-production\nInclusive and supportive of equity and diversity initiatives\nResearch-intensive with a focus on health sciences, engineering, business, and more\nSupportive of recreational and professional dance, fostering a creative community\nEngagement in sustainable and community-focused initiatives\nStrong alumni connections and support for ongoing community involvement",
44,Nipissing University,NU,https://www.nipissingu.ca,https://en.wikipedia.org/wiki/Nipissing_University,Public University,4,"North Bay, Ontario, Canada
Bracebridge, Ontario, Canada",0.89,"CAD $6,128 - $7,946","CAD $37,038 - $51,448","Nipissing University, located in North Bay, Ontario, Canada, is a primarily undergraduate public university known for its teacher education programs and strong emphasis on community service. It was established in 1967 and offers a range of liberal arts, science, and professional degree programs. The university is characterized by its small class sizes, personalized learning experiences, and a picturesque campus adjacent to a protected forest and lake.",,,,,https://academiccalendar.nipissingu.ca/Catalog/ViewCatalog.aspx,"Undergraduate Programs: 99
Master's Programs: 27
PhD Programs: 0","Faculty of Arts and Science
Faculty of Applied and Professional Studies
Schulich School of Education","Social Work
Education Program
Arts Program
Science Program
Professional Programs","Bachelor of Arts (BA)
Bachelor of Business Administration (BBA)
Bachelor of Commerce (BComm)
Bachelor of Fine Arts (BFA)
Bachelor of Physical and Health Education (BPHE)
Bachelor of Science (BSc)
Bachelor of Science in Nursing (BScN)
Bachelor of Social Work (BSW)
Concurrent Education
Master of Arts in History
Master of Education
Master of Environmental Science/Studies
Master of Science in Kinesiology
Master of Science in Mathematics
PhD in Education with a focus on Educational Sustainability","Nipissing University is a small, student-centred, comprehensive university located in Northeastern Ontario, Canada. It is situated on the traditional territory of Nipissing First Nation and the Anishnabek, within lands protected by the Robinson Huron Treaty of 1850. The university emphasizes its commitments to Water, Land, and People through its strategic plan and provides a living lab experience on its campus.

Originally extending back to the 1900s with the North Bay Normal School, Nipissing University College was formed in 1967 as an affiliate of Laurentian University and received its charter as an independent university in 1992. It was created to address the specific needs of Northern Ontario.

Nipissing University offers a range of undergraduate programs in Arts, Science, Professional, and Education fields. It is known for its top-ranked student satisfaction and support services, providing a conducive environment for learning and student development. The university also engages in international exchanges and has a vibrant community that includes a History Society which connects students with faculty and academic opportunities.",
